gamma_result,ref,LP
2406.1353064532195,2461.5203,519.31665
2407.746623308738,2461.9758,526.13654
2438.7625664026837,2465.6487,533.2188
2463.650910771401,2467.4495,536.73315
2485.724020280544,2470.344,537.55884
2493.592630223414,2470.7837,535.7361
2502.3241850647655,2481.614,534.2735
2505.758347293811,2498.6453,533.82526
2510.310979987532,2511.1182,534.4834
2529.850245715479,2521.698,535.8807
2533.308049366774,2525.474,535.34937
2519.5966606053053,2520.9783,533.84314
2521.361975910133,2511.344,532.8341
2533.098731111342,2511.9363,531.67993
2504.931451946695,2508.083,528.6147
2482.138160638033,2511.2954,529.38824
2490.2694501022656,2519.028,533.9017
2496.68274129577,2511.485,536.5019
2505.319295262701,2490.6396,535.76733
2486.0712732061556,2467.8242,531.17957
2433.572735366177,2438.0698,525.29834
2392.658124123227,2438.0085,525.83093
2382.6887887506855,2458.1045,533.83673
2434.732286154734,2476.8262,545.36816
2533.3049590867595,2496.1704,552.91144
2569.6127611172597,2507.654,549.79913
2559.0794933018233,2513.372,542.9357
2551.9128621835544,2519.1787,538.0636
2563.000480610285,2538.3977,536.416
2564.6803055971964,2547.3323,534.5023
2560.936179803869,2545.7517,532.1865
2556.3737511619465,2543.2874,530.0241
2520.278854647525,2538.6372,527.84784
2498.9743314631774,2531.4243,529.2058
2510.0907774546704,2535.8372,533.7156
2523.2785895135557,2538.8813,537.2432
2539.782866446949,2532.3958,538.3664
2558.4144243092487,2527.824,536.90985
2539.155082547535,2522.9695,532.5747
2509.035423877774,2519.3726,530.15155
2508.1302839774835,2523.3901,531.90594
2513.0581640206124,2527.0544,534.2225
2529.7776020382325,2523.6492,535.5218
2547.4206041714815,2517.2695,533.99384
2526.036800356821,2510.8906,529.52155
2499.674833409532,2503.4734,526.75336
2490.4648093146125,2503.3464,527.19434
2487.064289575259,2505.9004,529.0768
2502.2740094035944,2500.0918,530.66705
2510.4328629841357,2497.7554,530.11066
2498.8822810252377,2493.9238,528.0849
2483.5640316876616,2494.1465,527.49817
2464.9969091108233,2498.4724,529.3166
2463.156040230037,2500.0688,533.60724
2487.560750017903,2496.23,537.65936
2513.309987486182,2487.5552,537.6659
2514.704272091143,2478.8765,533.45575
2496.1108639965996,2472.7153,528.3141
2471.4614891362635,2468.658,524.9454
2457.1937909472877,2474.6772,525.328
