gamma_result,ref,LP
3198.738736747342,3174.2483,540.84216
3198.180254904534,3177.529,540.41034
3192.877572390945,3175.9326,539.8617
3196.542446021451,3175.8403,539.46027
3181.7276884475814,3181.5908,539.1017
3131.204035785966,3185.0317,539.2451
3142.286903551288,3198.8193,541.1285
3191.620123001668,3206.994,542.7521
3204.6647629486533,3200.014,542.8177
3216.6745841476422,3195.789,542.5613
3222.699207829264,3188.9167,541.8273
3194.567872825533,3185.0664,540.8704
3180.7633719508544,3191.4004,540.9
3196.746926907571,3195.6455,541.33514
3195.78548255237,3190.3562,541.12744
3199.2926018603143,3187.4238,540.92456
3204.955375015922,3185.5576,540.5773
3183.5430095338133,3183.7114,540.03546
3173.7870807966283,3194.6975,540.41644
3185.831934773735,3200.5527,541.14136
3187.7855061327255,3198.992,541.4443
3196.5872577696136,3198.2498,541.71094
3217.8008903151913,3197.028,541.70636
3222.6389504736153,3195.2612,541.08997
3208.3259104250837,3202.136,540.59424
3196.1355571179165,3205.3955,540.5815
3188.3246283903295,3195.174,540.574
3194.107512201481,3189.548,540.6217
3214.4670231194987,3181.6453,540.28217
3218.1660174723665,3175.688,539.24774
3202.613960804143,3183.7893,538.4087
3189.501294196689,3188.3445,538.1161
3181.21029820682,3187.914,538.11957
3186.228573598308,3189.5005,538.36237
3186.670864297729,3192.9038,538.53265
3176.2672363109377,3194.126,538.72943
3187.7680660142096,3202.8938,539.45825
3205.532249490191,3207.1587,539.9325
3214.0742909477635,3200.5112,539.74786
3221.1808542249637,3198.8186,539.34674
3222.8584863304795,3195.4128,538.68115
3211.3404678126235,3193.2812,537.9382
3194.804924928524,3198.0034,537.65717
3185.5705079211284,3199.1895,537.82355
3178.9326908459334,3195.4265,538.0925
3184.2090840941137,3194.1523,538.49585
3180.223931068029,3192.1177,538.68097
3159.7756082486803,3190.8628,538.963
3167.9837163715697,3196.0762,539.9525
3188.699326111553,3197.8193,540.6909
3199.1001679498368,3196.589,540.83734
3210.9933431845757,3196.178,540.74475
3220.966186282687,3192.963,540.2617
3212.8760289446927,3191.1255,539.49164
3193.7472508886913,3193.8525,539.05505
3184.2994426554988,3194.828,539.1473
3179.2666942547494,3194.851,539.4467
3186.570769617085,3194.9314,539.86224
