x,y,z
17.5,19.5,0.375
17.5,18.5,0.75
17.5,19.0,0.75
18.0,19.0,0.375
18.0,20.0,0.75
18.0,20.0,0.375
18.0,18.5,0.75
18.0,19.5,0.375
18.0,19.0,0.75
18.0,18.5,0.375
18.0,19.5,0.75
18.5,18.5,0.375
18.5,19.0,0.75
18.5,19.0,0.375
18.5,19.5,0.375
18.5,20.0,0.375
18.5,19.5,0.75
18.5,18.5,0.75
18.5,20.0,0.75
18.5,18.0,0.375
19.0,18.5,0.75
19.0,19.0,0.375
19.0,19.5,0.375
19.0,19.5,0.75
18.5,18.0,0.75
19.0,20.0,0.375
19.0,20.0,0.75
19.0,19.0,0.75
19.0,18.0,0.375
19.0,18.0,0.75
19.0,18.5,0.375
19.5,20.0,0.75
19.5,19.5,0.375
19.5,19.0,0.375
19.5,18.5,0.75
19.5,18.0,0.75
19.5,19.5,0.75
19.5,20.0,0.375
19.5,19.0,0.75
19.5,18.0,0.375
19.5,18.5,0.375
20.0,19.0,0.75
20.0,19.0,0.375
20.0,20.0,0.375
20.0,20.0,0.75
20.0,18.5,0.75
20.0,18.5,0.375
20.0,19.5,0.375
20.0,19.5,0.75
20.0,18.0,0.75
20.0,18.0,0.375
20.0,17.5,0.75
19.0,17.5,0.75
18.5,17.5,0.375
18.5,17.5,0.75
19.5,17.5,0.375
20.0,17.5,0.375
19.5,17.5,0.75
19.0,17.5,0.375
19.0,17.0,0.375
20.0,17.0,0.375
19.5,17.0,0.375
18.5,17.0,0.375
19.5,17.0,0.75
18.5,17.0,0.75
20.0,17.0,0.75
19.0,17.0,0.75
20.0,16.5,0.75
19.5,16.5,0.375
19.0,16.5,0.375
19.0,16.5,0.75
19.5,16.5,0.75
20.0,16.5,0.375
18.5,16.5,0.75
18.5,16.5,0.375
19.5,16.0,0.75
19.0,16.0,0.75
18.5,16.0,0.75
19.5,16.0,0.375
19.0,16.0,0.375
20.0,16.0,0.375
18.5,16.0,0.375
20.0,16.0,0.75
19.0,15.5,0.75
19.5,15.5,0.75
19.5,15.5,0.375
20.0,15.5,0.375
18.5,15.5,0.375
18.5,15.5,0.75
20.0,15.5,0.75
19.0,15.5,0.375
20.0,15.0,0.375
18.5,15.0,0.375
19.5,15.0,0.75
19.0,15.0,0.75
18.5,15.0,0.75
19.5,15.0,0.375
20.0,15.0,0.75
19.0,15.0,0.375
20.0,14.5,0.75
18.5,14.5,0.375
19.0,14.5,0.75
19.0,14.5,0.375
18.5,14.5,0.75
19.5,14.5,0.375
20.0,14.5,0.375
19.5,14.5,0.75
19.5,14.0,0.75
19.0,14.0,0.375
19.5,14.0,0.375
20.0,14.0,0.375
18.5,14.0,0.75
18.5,14.0,0.375
20.0,14.0,0.75
19.0,14.0,0.75
18.5,13.5,0.75
20.0,13.5,0.75
19.5,13.5,0.75
19.0,13.5,0.75
19.5,13.5,0.375
20.0,13.5,0.375
18.5,13.5,0.375
19.0,13.5,0.375
19.5,13.0,0.375
19.0,13.0,0.375
19.5,13.0,0.75
19.0,13.0,0.75
18.5,13.0,0.375
18.5,13.0,0.75
20.0,13.0,0.75
20.0,13.0,0.375
20.0,12.5,0.75
18.5,12.5,0.375
20.0,12.5,0.375
19.5,12.5,0.375
19.0,12.5,0.375
18.5,12.5,0.75
19.5,12.5,0.75
19.0,12.5,0.75
20.0,12.0,0.75
18.5,12.0,0.375
19.5,12.0,0.375
19.0,12.0,0.375
19.5,12.0,0.75
18.5,12.0,0.75
20.0,12.0,0.375
19.0,12.0,0.75
19.5,11.5,0.75
20.0,11.5,0.75
19.0,11.5,0.75
18.5,11.5,0.75
20.0,11.5,0.375
19.5,11.5,0.375
18.5,11.5,0.375
19.0,11.5,0.375
20.0,11.0,0.75
20.0,11.0,0.375
18.5,11.0,0.375
19.0,11.0,0.375
19.5,11.0,0.375
18.5,11.0,0.75
19.0,11.0,0.75
19.5,11.0,0.75
19.5,10.5,0.375
18.5,10.5,0.375
20.0,10.5,0.75
20.0,10.5,0.375
19.5,10.5,0.75
18.5,10.5,0.75
19.0,10.5,0.75
19.0,10.5,0.375
20.0,10.0,0.75
18.5,10.0,0.375
19.5,10.0,0.375
18.5,10.0,0.75
20.0,10.0,0.375
19.0,10.0,0.375
19.5,10.0,0.75
19.0,10.0,0.75
19.0,9.5,0.375
18.5,9.5,0.75
18.5,9.5,0.375
20.0,9.5,0.75
20.0,9.5,0.375
19.5,9.5,0.375
19.5,9.5,0.75
19.0,9.5,0.75
20.0,9.0,0.375
19.5,9.0,0.375
19.0,9.0,0.375
20.0,9.0,0.75
19.0,9.0,0.75
19.5,9.0,0.75
18.5,9.0,0.375
18.5,9.0,0.75
18.5,8.5,0.375
19.0,8.5,0.75
20.0,8.5,0.75
18.5,8.5,0.75
19.0,8.5,0.375
20.0,8.5,0.375
19.5,8.5,0.375
19.5,8.5,0.75
20.0,8.0,0.375
19.0,8.0,0.375
19.5,8.0,0.375
20.0,8.0,0.75
19.0,8.0,0.75
18.5,8.0,0.75
19.5,8.0,0.75
18.5,8.0,0.375
19.5,7.5,0.75
18.5,7.5,0.75
20.0,7.5,0.375
18.5,7.5,0.375
19.0,7.5,0.75
19.5,7.5,0.375
19.0,7.5,0.375
20.0,7.5,0.75
20.0,7.0,0.75
19.0,7.0,0.75
20.0,7.0,0.375
19.5,7.0,0.75
18.5,7.0,0.375
19.0,7.0,0.375
19.5,7.0,0.375
18.5,7.0,0.75
19.0,6.5,0.375
20.0,6.5,0.75
19.5,6.5,0.75
19.0,6.5,0.75
19.5,6.5,0.375
18.5,6.5,0.75
18.5,6.5,0.375
20.0,6.5,0.375
20.0,6.0,0.375
19.0,6.0,0.75
19.5,6.0,0.75
18.5,6.0,0.75
19.0,6.0,0.375
19.5,6.0,0.375
18.5,6.0,0.375
20.0,6.0,0.75
20.0,5.5,0.75
19.0,5.5,0.375
19.5,5.5,0.75
19.0,5.5,0.75
19.5,5.5,0.375
20.0,5.5,0.375
18.5,5.5,0.75
18.5,5.5,0.375
19.0,5.0,0.375
19.5,5.0,0.375
20.0,5.0,0.375
18.5,5.0,0.75
18.5,5.0,0.375
19.5,5.0,0.75
20.0,5.0,0.75
19.0,5.0,0.75
19.0,4.5,0.375
19.5,4.5,0.375
20.0,4.5,0.75
18.5,4.5,0.75
20.0,4.5,0.375
19.5,4.5,0.75
18.5,4.5,0.375
19.0,4.5,0.75
20.0,4.0,0.375
18.5,4.0,0.375
18.5,4.0,0.75
19.5,4.0,0.75
19.5,4.0,0.375
19.0,4.0,0.375
20.0,4.0,0.75
19.0,4.0,0.75
20.0,3.5,0.375
19.5,3.5,0.375
18.5,3.5,0.75
18.5,3.5,0.375
19.0,3.5,0.75
19.5,3.5,0.75
20.0,3.5,0.75
19.0,3.5,0.375
20.0,3.0,0.375
18.5,3.0,0.75
19.0,3.0,0.375
18.5,3.0,0.375
20.0,3.0,0.75
19.5,3.0,0.75
19.0,3.0,0.75
19.5,3.0,0.375
20.0,2.5,0.75
19.0,2.5,0.375
19.5,2.5,0.375
18.5,2.5,0.375
19.5,2.5,0.75
19.0,2.5,0.75
18.5,2.5,0.75
20.0,2.5,0.375
18.5,2.0,0.75
19.5,2.0,0.75
19.0,2.0,0.75
20.0,2.0,0.75
19.5,2.0,0.375
19.0,2.0,0.375
20.0,2.0,0.375
18.5,2.0,0.375
20.0,1.5,0.75
19.5,1.5,0.375
19.0,1.5,0.375
18.5,1.5,0.75
18.5,1.5,0.375
20.0,1.5,0.375
19.5,1.5,0.75
19.0,1.5,0.75
19.0,1.0,0.75
19.0,1.0,0.375
19.5,1.0,0.375
18.5,1.0,0.75
20.0,1.0,0.375
20.0,1.0,0.75
18.5,1.0,0.375
19.5,1.0,0.75
19.0,0.5,0.375
19.5,0.5,0.375
19.0,0.5,0.75
19.5,0.5,0.75
20.0,0.5,0.375
20.0,0.5,0.75
18.5,0.5,0.75
18.5,0.5,0.375
20.0,0.0,0.75
19.5,0.0,0.375
18.5,0.0,0.75
19.5,0.0,0.75
18.5,0.0,0.375
19.0,0.0,0.75
19.0,0.0,0.375
20.0,0.0,0.375
19.5,-0.5,0.375
18.5,-0.5,0.375
20.0,-0.5,0.75
19.5,-0.5,0.75
19.0,-0.5,0.75
19.0,-0.5,0.375
20.0,-0.5,0.375
18.5,-0.5,0.75
20.0,-1.0,0.375
18.5,-1.0,0.75
18.5,-1.0,0.375
20.0,-1.0,0.75
19.0,-1.0,0.375
19.5,-1.0,0.75
19.5,-1.0,0.375
19.0,-1.0,0.75
19.5,-1.5,0.375
19.5,-1.5,0.75
19.0,-1.5,0.75
19.0,-1.5,0.375
18.5,-1.5,0.75
20.0,-1.5,0.75
20.0,-1.5,0.375
18.5,-1.5,0.375
19.5,-2.0,0.375
20.0,-2.0,0.375
18.5,-2.0,0.75
20.0,-2.0,0.75
19.5,-2.0,0.75
19.0,-2.0,0.75
19.0,-2.0,0.375
18.5,-2.0,0.375
18.5,-2.5,0.375
18.5,-2.5,0.75
19.5,-2.5,0.375
19.0,-2.5,0.375
20.0,-2.5,0.375
19.0,-2.5,0.75
19.5,-2.5,0.75
20.0,-2.5,0.75
18.5,-3.0,0.75
19.0,-3.0,0.375
20.0,-3.0,0.375
19.5,-3.0,0.375
19.5,-3.0,0.75
19.0,-3.0,0.75
18.5,-3.0,0.375
20.0,-3.0,0.75
18.5,-3.5,0.75
18.5,-3.5,0.375
20.0,-3.5,0.75
20.0,-3.5,0.375
19.5,-3.5,0.375
19.0,-3.5,0.375
19.0,-3.5,0.75
19.5,-3.5,0.75
20.0,-4.0,0.375
19.0,-4.0,0.75
19.5,-4.0,0.75
18.5,-4.0,0.75
18.5,-4.0,0.375
20.0,-4.0,0.75
19.0,-4.0,0.375
19.5,-4.0,0.375
18.5,-4.5,0.75
19.0,-4.5,0.75
19.5,-4.5,0.375
20.0,-4.5,0.75
18.5,-4.5,0.375
19.5,-4.5,0.75
20.0,-4.5,0.375
19.0,-4.5,0.375
18.5,-5.0,0.375
19.0,-5.0,0.375
18.5,-5.0,0.75
20.0,-5.0,0.75
19.5,-5.0,0.375
20.0,-5.0,0.375
19.0,-5.0,0.75
19.5,-5.0,0.75
18.5,-5.5,0.375
19.0,-5.5,0.75
19.5,-5.5,0.75
18.5,-5.5,0.75
19.0,-5.5,0.375
19.5,-5.5,0.375
20.0,-5.5,0.75
20.0,-5.5,0.375
19.5,-6.0,0.75
20.0,-6.0,0.75
18.5,-6.0,0.375
20.0,-6.0,0.375
19.0,-6.0,0.75
18.5,-6.0,0.75
19.5,-6.0,0.375
19.0,-6.0,0.375
19.0,-6.5,0.75
18.5,-6.5,0.75
20.0,-6.5,0.375
19.5,-6.5,0.75
19.5,-6.5,0.375
20.0,-6.5,0.75
18.5,-6.5,0.375
19.0,-6.5,0.375
19.5,-7.0,0.375
19.0,-7.0,0.375
19.0,-7.0,0.75
19.5,-7.0,0.75
20.0,-7.0,0.75
18.5,-7.0,0.75
18.5,-7.0,0.375
20.0,-7.0,0.375
19.5,-7.5,0.375
18.5,-7.5,0.75
19.0,-7.5,0.375
19.0,-7.5,0.75
19.5,-7.5,0.75
20.0,-7.5,0.375
20.0,-7.5,0.75
18.5,-7.5,0.375
18.5,-8.0,0.375
19.0,-8.0,0.375
19.0,-8.0,0.75
19.5,-8.0,0.75
19.5,-8.0,0.375
18.5,-8.0,0.75
20.0,-8.0,0.75
20.0,-8.0,0.375
18.5,-8.5,0.375
20.0,-8.5,0.75
20.0,-8.5,0.375
18.5,-8.5,0.75
19.5,-8.5,0.75
19.0,-8.5,0.75
19.5,-8.5,0.375
19.0,-8.5,0.375
20.0,-9.0,0.375
18.5,-9.0,0.75
18.5,-9.0,0.375
19.5,-9.0,0.75
19.5,-9.0,0.375
19.0,-9.0,0.375
19.0,-9.0,0.75
20.0,-9.0,0.75
18.5,-9.5,0.75
18.5,-9.5,0.375
19.0,-9.5,0.75
19.5,-9.5,0.75
20.0,-9.5,0.375
20.0,-9.5,0.75
19.0,-9.5,0.375
19.5,-9.5,0.375
20.0,-10.0,0.75
18.5,-10.0,0.375
18.5,-10.0,0.75
19.5,-10.0,0.375
19.0,-10.0,0.375
20.0,-10.0,0.375
19.5,-10.0,0.75
19.0,-10.0,0.75
19.5,-10.5,0.75
20.0,-10.5,0.375
19.0,-10.5,0.75
18.5,-10.5,0.375
20.0,-10.5,0.75
19.5,-10.5,0.375
19.0,-10.5,0.375
18.5,-10.5,0.75
18.5,-11.0,0.75
19.5,-11.0,0.75
19.0,-11.0,0.75
18.5,-11.0,0.375
20.0,-11.0,0.375
19.0,-11.0,0.375
19.5,-11.0,0.375
20.0,-11.0,0.75
18.5,-11.5,0.375
20.0,-11.5,0.375
19.0,-11.5,0.75
19.5,-11.5,0.75
19.0,-11.5,0.375
18.5,-11.5,0.75
19.5,-11.5,0.375
20.0,-11.5,0.75
18.5,-12.0,0.75
20.0,-12.0,0.75
19.0,-12.0,0.75
20.0,-12.0,0.375
18.5,-12.0,0.375
19.5,-12.0,0.375
19.5,-12.0,0.75
19.0,-12.0,0.375
20.0,-12.5,0.375
18.5,-12.5,0.375
19.5,-12.5,0.75
19.0,-12.5,0.375
19.5,-12.5,0.375
20.0,-12.5,0.75
18.5,-12.5,0.75
19.0,-12.5,0.75
18.5,-13.0,0.75
20.0,-13.0,0.75
18.5,-13.0,0.375
19.5,-13.0,0.75
19.0,-13.0,0.375
20.0,-13.0,0.375
19.5,-13.0,0.375
19.0,-13.0,0.75
19.5,-13.5,0.75
18.5,-13.5,0.75
20.0,-13.5,0.375
20.0,-13.5,0.75
19.5,-13.5,0.375
19.0,-13.5,0.375
18.5,-13.5,0.375
19.0,-13.5,0.75
18.5,-14.0,0.375
19.5,-14.0,0.375
19.5,-14.0,0.75
20.0,-14.0,0.375
19.0,-14.0,0.75
19.0,-14.0,0.375
18.5,-14.0,0.75
20.0,-14.0,0.75
20.0,-14.5,0.75
20.0,-14.5,0.375
19.0,-14.5,0.375
19.0,-14.5,0.75
19.5,-14.5,0.375
18.5,-14.5,0.375
19.5,-14.5,0.75
18.5,-14.5,0.75
19.5,-15.0,0.375
18.5,-15.0,0.375
18.5,-15.0,0.75
20.0,-15.0,0.375
19.0,-15.0,0.375
20.0,-15.0,0.75
19.0,-15.0,0.75
19.5,-15.0,0.75
19.0,-15.5,0.375
18.5,-15.5,0.375
18.5,-15.5,0.75
20.0,-15.5,0.75
19.5,-15.5,0.375
20.0,-15.5,0.375
19.5,-15.5,0.75
19.0,-15.5,0.75
19.0,-16.0,0.75
19.5,-16.0,0.75
20.0,-16.0,0.375
18.5,-16.0,0.75
19.5,-16.0,0.375
19.0,-16.0,0.375
20.0,-16.0,0.75
18.5,-16.0,0.375
19.5,-16.5,0.375
19.0,-16.5,0.75
19.5,-16.5,0.75
18.5,-16.5,0.375
18.5,-16.5,0.75
20.0,-16.5,0.75
20.0,-16.5,0.375
19.0,-16.5,0.375
20.0,-17.0,0.375
19.5,-17.0,0.375
19.5,-17.0,0.75
19.0,-17.0,0.75
18.5,-17.0,0.375
18.5,-17.0,0.75
20.0,-17.0,0.75
19.0,-17.0,0.375
19.5,-17.5,0.75
19.0,-17.5,0.375
18.5,-17.5,0.75
19.0,-17.5,0.75
18.5,-17.5,0.375
20.0,-17.5,0.75
19.5,-17.5,0.375
20.0,-17.5,0.375
20.0,-18.0,0.75
19.0,-18.0,0.375
19.5,-18.0,0.375
18.5,-18.0,0.75
19.0,-18.0,0.75
20.0,-18.0,0.375
18.5,-18.0,0.375
19.5,-18.0,0.75
19.0,-18.5,0.75
19.0,-18.5,0.375
20.0,-18.5,0.75
19.5,-18.5,0.75
19.5,-18.5,0.375
18.5,-18.5,0.375
18.5,-18.5,0.75
20.0,-18.5,0.375
20.0,-19.0,0.375
19.0,-19.0,0.75
19.5,-19.0,0.75
18.0,-18.5,0.75
20.0,-19.0,0.75
19.5,-19.0,0.375
19.0,-19.0,0.375
18.0,-18.5,0.375
18.0,-19.0,0.75
18.0,-19.0,0.375
18.5,-19.0,0.75
18.5,-19.0,0.375
18.0,-19.5,0.375
20.0,-19.5,0.375
19.0,-19.5,0.375
19.0,-19.5,0.75
19.5,-19.5,0.75
18.0,-19.5,0.75
19.5,-19.5,0.375
20.0,-19.5,0.75
18.5,-19.5,0.75
18.5,-19.5,0.375
18.5,-20.0,0.75
19.0,-20.0,0.75
19.5,-20.0,0.375
19.0,-20.0,0.375
18.5,-20.0,0.375
19.5,-20.0,0.75
20.0,-20.0,0.375
20.0,-20.0,0.75
18.0,-20.0,0.375
18.0,-20.0,0.75
17.5,-19.5,0.375
17.5,-18.5,0.75
17.5,-19.0,0.375
17.5,-20.0,0.75
17.5,-19.5,0.75
17.5,-20.0,0.375
17.5,-18.5,0.375
17.5,-19.0,0.75
17.0,-18.5,0.75
17.0,-19.0,0.75
17.0,-19.5,0.75
17.0,-18.5,0.375
17.0,-20.0,0.75
17.0,-19.0,0.375
17.0,-19.5,0.375
17.0,-20.0,0.375
16.5,-20.0,0.75
16.5,-19.5,0.375
16.5,-18.5,0.75
16.5,-18.5,0.375
16.5,-19.5,0.75
16.5,-19.0,0.75
16.5,-19.0,0.375
16.5,-20.0,0.375
16.0,-20.0,0.75
16.0,-19.0,0.375
16.0,-19.5,0.75
16.0,-19.0,0.75
16.0,-20.0,0.375
16.0,-19.5,0.375
16.0,-18.5,0.375
16.0,-18.5,0.75
15.5,-18.5,0.75
15.5,-20.0,0.375
15.5,-20.0,0.75
15.5,-19.0,0.375
15.5,-18.5,0.375
15.5,-19.5,0.75
15.5,-19.5,0.375
15.5,-19.0,0.75
15.0,-18.5,0.75
15.0,-20.0,0.375
15.0,-19.0,0.375
15.0,-19.5,0.75
15.0,-20.0,0.75
15.0,-19.0,0.75
15.0,-19.5,0.375
15.0,-18.5,0.375
14.5,-20.0,0.75
14.5,-20.0,0.375
14.5,-19.5,0.375
14.5,-19.0,0.375
14.5,-19.0,0.75
14.5,-19.5,0.75
14.5,-18.5,0.75
14.5,-18.5,0.375
14.0,-18.5,0.75
14.0,-18.5,0.375
14.0,-19.5,0.75
14.0,-20.0,0.75
14.0,-19.0,0.75
14.0,-20.0,0.375
14.0,-19.0,0.375
14.0,-19.5,0.375
13.5,-20.0,0.375
13.5,-20.0,0.75
13.5,-18.5,0.75
13.5,-19.0,0.375
13.5,-19.5,0.375
13.5,-19.0,0.75
13.5,-18.5,0.375
13.5,-19.5,0.75
13.0,-18.5,0.375
13.0,-20.0,0.375
13.0,-20.0,0.75
13.0,-19.0,0.75
13.0,-19.5,0.75
13.0,-18.5,0.75
13.0,-19.5,0.375
13.0,-19.0,0.375
12.5,-20.0,0.375
12.5,-19.0,0.375
12.5,-18.5,0.375
12.5,-19.5,0.375
12.5,-19.5,0.75
12.5,-19.0,0.75
12.5,-18.5,0.75
12.5,-20.0,0.75
12.0,-19.0,0.375
12.0,-19.0,0.75
12.0,-19.5,0.75
12.0,-20.0,0.75
12.0,-18.5,0.75
12.0,-18.5,0.375
12.0,-19.5,0.375
12.0,-20.0,0.375
11.5,-19.0,0.75
11.5,-20.0,0.75
11.5,-19.5,0.75
11.5,-19.5,0.375
11.5,-19.0,0.375
11.5,-18.5,0.375
11.5,-18.5,0.75
11.5,-20.0,0.375
11.0,-18.5,0.375
11.0,-20.0,0.375
11.0,-19.0,0.75
11.0,-20.0,0.75
11.0,-19.5,0.75
11.0,-19.0,0.375
11.0,-19.5,0.375
11.0,-18.5,0.75
10.5,-20.0,0.75
10.5,-19.0,0.75
10.5,-19.5,0.75
10.5,-19.0,0.375
10.5,-19.5,0.375
10.5,-18.5,0.375
10.5,-20.0,0.375
10.5,-18.5,0.75
10.0,-20.0,0.75
10.0,-19.0,0.375
10.0,-19.5,0.375
10.0,-20.0,0.375
10.0,-18.5,0.375
10.0,-19.5,0.75
10.0,-19.0,0.75
10.0,-18.5,0.75
9.5,-20.0,0.75
9.5,-19.5,0.75
9.5,-19.0,0.75
9.5,-18.5,0.375
9.5,-19.0,0.375
9.5,-18.5,0.75
9.5,-20.0,0.375
9.5,-19.5,0.375
9.0,-20.0,0.75
9.0,-19.0,0.75
9.0,-19.5,0.75
9.0,-18.5,0.75
9.0,-19.0,0.375
9.0,-20.0,0.375
9.0,-19.5,0.375
9.0,-18.5,0.375
8.5,-19.5,0.375
8.5,-19.5,0.75
8.5,-20.0,0.75
8.5,-18.5,0.375
8.5,-20.0,0.375
8.5,-19.0,0.75
8.5,-19.0,0.375
8.5,-18.5,0.75
8.0,-19.5,0.75
8.0,-19.0,0.75
8.0,-20.0,0.375
8.0,-18.5,0.75
8.0,-19.5,0.375
8.0,-18.5,0.375
8.0,-20.0,0.75
8.0,-19.0,0.375
7.5,-19.5,0.75
7.5,-20.0,0.75
7.5,-19.0,0.75
7.5,-19.5,0.375
7.5,-20.0,0.375
7.5,-19.0,0.375
7.5,-18.5,0.375
7.5,-18.5,0.75
7.0,-18.5,0.375
7.0,-19.0,0.75
7.0,-20.0,0.75
7.0,-19.0,0.375
7.0,-19.5,0.375
7.0,-18.5,0.75
7.0,-19.5,0.75
7.0,-20.0,0.375
6.5,-19.5,0.375
6.5,-19.0,0.75
6.5,-19.0,0.375
6.5,-19.5,0.75
6.5,-20.0,0.75
6.5,-18.5,0.375
6.5,-18.5,0.75
6.5,-20.0,0.375
6.0,-20.0,0.75
6.0,-20.0,0.375
6.0,-18.5,0.375
6.0,-18.5,0.75
6.0,-19.0,0.75
6.0,-19.5,0.75
6.0,-19.5,0.375
6.0,-19.0,0.375
5.5,-19.5,0.75
5.5,-20.0,0.375
5.5,-18.5,0.375
5.5,-19.0,0.75
5.5,-19.0,0.375
5.5,-19.5,0.375
5.5,-20.0,0.75
5.5,-18.5,0.75
5.0,-20.0,0.375
5.0,-19.0,0.75
5.0,-20.0,0.75
5.0,-19.5,0.375
5.0,-19.0,0.375
5.0,-18.5,0.375
5.0,-18.5,0.75
5.0,-19.5,0.75
4.5,-19.0,0.75
4.5,-19.0,0.375
4.5,-18.5,0.75
4.5,-18.5,0.375
4.5,-20.0,0.75
4.5,-19.5,0.75
4.5,-20.0,0.375
4.5,-19.5,0.375
4.0,-18.5,0.75
4.0,-18.5,0.375
4.0,-20.0,0.75
4.0,-19.5,0.75
4.0,-19.0,0.75
4.0,-20.0,0.375
4.0,-19.0,0.375
4.0,-19.5,0.375
3.5,-19.0,0.375
3.5,-20.0,0.75
3.5,-18.5,0.375
3.5,-19.5,0.75
3.5,-19.0,0.75
3.5,-19.5,0.375
3.5,-18.5,0.75
3.5,-20.0,0.375
3.0,-20.0,0.75
3.0,-19.0,0.75
3.0,-19.5,0.375
3.0,-19.0,0.375
3.0,-19.5,0.75
3.0,-18.5,0.375
3.0,-20.0,0.375
3.0,-18.5,0.75
2.5,-19.0,0.375
2.5,-20.0,0.375
2.5,-18.5,0.375
2.5,-19.5,0.375
2.5,-20.0,0.75
2.5,-18.5,0.75
2.5,-19.5,0.75
2.5,-19.0,0.75
2.0,-18.5,0.375
2.0,-19.0,0.75
2.0,-19.5,0.375
2.0,-20.0,0.375
2.0,-18.5,0.75
2.0,-20.0,0.75
2.0,-19.5,0.75
2.0,-19.0,0.375
1.5,-18.5,0.75
1.5,-19.0,0.375
1.5,-20.0,0.375
1.5,-19.0,0.75
1.5,-19.5,0.375
1.5,-19.5,0.75
1.5,-20.0,0.75
1.5,-18.5,0.375
1.0,-19.0,0.75
1.0,-19.5,0.75
1.0,-18.5,0.375
1.0,-20.0,0.75
1.0,-20.0,0.375
1.0,-19.5,0.375
1.0,-19.0,0.375
1.0,-18.5,0.75
0.5,-18.5,0.375
0.5,-19.5,0.75
0.5,-19.0,0.75
0.5,-20.0,0.375
0.5,-19.0,0.375
0.5,-20.0,0.75
0.5,-18.5,0.75
0.5,-19.5,0.375
0.0,-19.0,0.75
0.0,-19.5,0.75
0.0,-20.0,0.75
0.0,-18.5,0.75
0.0,-20.0,0.375
0.0,-18.5,0.375
0.0,-19.0,0.375
0.0,-19.5,0.375
-0.5,-20.0,0.75
-0.5,-18.5,0.75
-0.5,-20.0,0.375
-0.5,-19.5,0.75
-0.5,-19.5,0.375
-0.5,-19.0,0.375
-0.5,-18.5,0.375
-0.5,-19.0,0.75
-1.0,-20.0,0.375
-1.0,-19.5,0.375
-1.0,-19.0,0.375
-1.0,-19.5,0.75
-1.0,-18.5,0.75
-1.0,-20.0,0.75
-1.0,-18.5,0.375
-1.0,-19.0,0.75
-1.5,-18.5,0.75
-1.5,-18.5,0.375
-1.5,-19.0,0.75
-1.5,-19.5,0.75
-1.5,-19.5,0.375
-1.5,-19.0,0.375
-1.5,-20.0,0.75
-1.5,-20.0,0.375
-2.0,-19.5,0.75
-2.0,-19.0,0.75
-2.0,-19.5,0.375
-2.0,-19.0,0.375
-2.0,-18.5,0.375
-2.0,-20.0,0.375
-2.0,-18.5,0.75
-2.0,-20.0,0.75
-2.5,-19.5,0.75
-2.5,-18.5,0.75
-2.5,-20.0,0.75
-2.5,-20.0,0.375
-2.5,-18.5,0.375
-2.5,-19.0,0.375
-2.5,-19.0,0.75
-2.5,-19.5,0.375
-3.0,-19.0,0.375
-3.0,-20.0,0.75
-3.0,-19.5,0.375
-3.0,-18.5,0.375
-3.0,-19.5,0.75
-3.0,-20.0,0.375
-3.0,-19.0,0.75
-3.0,-18.5,0.75
-3.5,-19.0,0.75
-3.5,-19.5,0.375
-3.5,-20.0,0.375
-3.5,-19.5,0.75
-3.5,-18.5,0.75
-3.5,-19.0,0.375
-3.5,-18.5,0.375
-3.5,-20.0,0.75
-4.0,-19.5,0.75
-4.0,-20.0,0.75
-4.0,-19.0,0.75
-4.0,-18.5,0.75
-4.0,-19.5,0.375
-4.0,-19.0,0.375
-4.0,-20.0,0.375
-4.0,-18.5,0.375
-4.5,-18.5,0.75
-4.5,-20.0,0.75
-4.5,-20.0,0.375
-4.5,-18.5,0.375
-4.5,-19.0,0.375
-4.5,-19.5,0.375
-4.5,-19.5,0.75
-4.5,-19.0,0.75
-5.0,-20.0,0.375
-5.0,-19.0,0.75
-5.0,-20.0,0.75
-5.0,-19.5,0.75
-5.0,-18.5,0.375
-5.0,-18.5,0.75
-5.0,-19.5,0.375
-5.0,-19.0,0.375
-5.5,-20.0,0.375
-5.5,-20.0,0.75
-5.5,-19.0,0.375
-5.5,-19.5,0.375
-5.5,-19.0,0.75
-5.5,-18.5,0.75
-5.5,-18.5,0.375
-5.5,-19.5,0.75
-6.0,-20.0,0.75
-6.0,-19.5,0.75
-6.0,-19.0,0.75
-6.0,-18.5,0.375
-6.0,-19.5,0.375
-6.0,-18.5,0.75
-6.0,-19.0,0.375
-6.0,-20.0,0.375
-6.5,-19.0,0.75
-6.5,-18.5,0.75
-6.5,-18.5,0.375
-6.5,-20.0,0.375
-6.5,-20.0,0.75
-6.5,-19.5,0.375
-6.5,-19.0,0.375
-6.5,-19.5,0.75
-7.0,-20.0,0.375
-7.0,-18.5,0.375
-7.0,-19.0,0.75
-7.0,-19.5,0.75
-7.0,-18.5,0.75
-7.0,-19.5,0.375
-7.0,-20.0,0.75
-7.0,-19.0,0.375
-7.5,-19.0,0.375
-7.5,-20.0,0.375
-7.5,-18.5,0.75
-7.5,-19.5,0.375
-7.5,-19.5,0.75
-7.5,-19.0,0.75
-7.5,-18.5,0.375
-7.5,-20.0,0.75
-8.0,-19.5,0.375
-8.0,-19.0,0.375
-8.0,-19.5,0.75
-8.0,-19.0,0.75
-8.0,-20.0,0.375
-8.0,-18.5,0.375
-8.0,-18.5,0.75
-8.0,-20.0,0.75
-8.5,-18.5,0.375
-8.5,-19.0,0.375
-8.5,-19.5,0.75
-8.5,-19.5,0.375
-8.5,-20.0,0.375
-8.5,-18.5,0.75
-8.5,-19.0,0.75
-8.5,-20.0,0.75
-9.0,-19.0,0.375
