x,y,z
-3.0,11.0,-3.333333
-3.0,12.0,-3.333333
-3.5,-16.0,-3.333333
-3.5,-16.5,-3.333333
-3.5,-17.0,-3.333333
-3.5,-17.5,-3.333333
-3.5,-18.0,-3.333333
-3.0,18.0,-3.333333
-3.0,17.5,-3.333333
-3.0,17.0,-3.333333
-3.0,16.5,-3.333333
-3.0,16.0,-3.333333
-3.0,15.5,-3.333333
-3.0,15.0,-3.333333
-3.0,14.5,-3.333333
-3.0,14.0,-3.333333
-3.0,13.5,-3.333333
-3.0,13.0,-3.333333
-3.0,12.5,-3.333333
-3.0,11.5,-3.333333
-2.5,16.5,-3.333333
-3.0,1.0,-3.333333
-3.0,0.0,-3.333333
-3.0,-11.0,-3.333333
-3.0,-11.5,-3.333333
-3.0,-12.0,-3.333333
-3.0,-12.5,-3.333333
-3.0,-13.0,-3.333333
-3.0,-13.5,-3.333333
-3.0,-14.0,-3.333333
-3.0,-14.5,-3.333333
-3.0,-15.0,-3.333333
-3.0,-15.5,-3.333333
-3.0,-16.0,-3.333333
-3.0,-16.5,-3.333333
-3.0,-17.0,-3.333333
-3.0,-17.5,-3.333333
-3.0,-18.0,-3.333333
-2.5,18.0,-3.333333
-2.5,17.5,-3.333333
-3.0,-10.5,-3.333333
-3.0,0.5,-3.333333
-3.0,-10.0,-3.333333
-3.0,-9.0,-3.333333
-3.0,-0.5,-3.333333
-3.0,-1.0,-3.333333
-3.0,-1.5,-3.333333
-3.0,-2.0,-3.333333
-3.0,-2.5,-3.333333
-3.0,-3.0,-3.333333
-3.0,-3.5,-3.333333
-3.0,-4.0,-3.333333
-3.0,-4.5,-3.333333
-3.0,-5.0,-3.333333
-3.0,-5.5,-3.333333
-3.0,-6.0,-3.333333
-3.0,-6.5,-3.333333
-3.0,-7.0,-3.333333
-3.0,-7.5,-3.333333
-3.0,-8.0,-3.333333
-3.0,-8.5,-3.333333
-3.0,-9.5,-3.333333
-2.0,11.5,-3.333333
-4.5,-4.0,-3.333333
-4.5,-3.0,-3.333333
-6.0,1.0,-3.333333
-6.0,0.5,-3.333333
-6.0,0.0,-3.333333
-6.0,-0.5,-3.333333
-6.0,-1.0,-3.333333
-6.0,-1.5,-3.333333
-6.0,-2.0,-3.333333
-6.0,-2.5,-3.333333
-6.0,-3.0,-3.333333
-6.0,-3.5,-3.333333
-6.0,-4.0,-3.333333
-6.0,-4.5,-3.333333
-6.0,-5.0,-3.333333
-6.0,-5.5,-3.333333
-6.0,-6.0,-3.333333
-6.0,-6.5,-3.333333
-6.0,-7.0,-3.333333
-6.0,1.5,-3.333333
-6.0,-7.5,-3.333333
-6.0,2.0,-3.333333
-6.0,3.0,-3.333333
-6.0,11.5,-3.333333
-6.0,11.0,-3.333333
-6.0,10.5,-3.333333
-6.0,10.0,-3.333333
-6.0,9.5,-3.333333
-6.0,9.0,-3.333333
-6.0,8.5,-3.333333
-6.0,8.0,-3.333333
-6.0,7.5,-3.333333
-6.0,7.0,-3.333333
-6.0,6.5,-3.333333
-6.0,6.0,-3.333333
-6.0,5.5,-3.333333
-6.0,5.0,-3.333333
-6.0,4.5,-3.333333
-6.0,4.0,-3.333333
-6.0,3.5,-3.333333
-6.0,2.5,-3.333333
-6.0,12.0,-3.333333
-6.0,-8.0,-3.333333
-6.0,-9.0,-3.333333
-5.5,16.5,-3.333333
-5.5,16.0,-3.333333
-5.5,15.5,-3.333333
-5.5,15.0,-3.333333
-5.5,14.5,-3.333333
-5.5,14.0,-3.333333
-5.5,13.5,-3.333333
-5.5,13.0,-3.333333
-5.5,12.5,-3.333333
-5.5,12.0,-3.333333
-5.5,11.5,-3.333333
-5.5,11.0,-3.333333
-5.5,10.5,-3.333333
-5.5,10.0,-3.333333
-5.5,9.5,-3.333333
-5.5,9.0,-3.333333
-5.5,8.5,-3.333333
-5.5,17.0,-3.333333
-6.0,-8.5,-3.333333
-5.5,17.5,-3.333333
-6.0,-18.0,-3.333333
-6.0,-9.5,-3.333333
-6.0,-10.0,-3.333333
-6.0,-10.5,-3.333333
-6.0,-11.0,-3.333333
-6.0,-11.5,-3.333333
-6.0,-12.0,-3.333333
-6.0,-12.5,-3.333333
-6.0,-13.0,-3.333333
-6.0,-13.5,-3.333333
-6.0,-14.0,-3.333333
-6.0,-14.5,-3.333333
-6.0,-15.0,-3.333333
-6.0,-15.5,-3.333333
-6.0,-16.0,-3.333333
-6.0,-16.5,-3.333333
-6.0,-17.0,-3.333333
-6.0,-17.5,-3.333333
-5.5,18.0,-3.333333
-5.5,8.0,-3.333333
-6.0,12.5,-3.333333
-6.0,13.5,-3.333333
-6.5,6.5,-3.333333
-6.5,6.0,-3.333333
-6.5,5.5,-3.333333
-6.5,5.0,-3.333333
-6.5,4.5,-3.333333
-6.5,4.0,-3.333333
-6.5,3.5,-3.333333
-6.5,3.0,-3.333333
-6.5,2.5,-3.333333
-6.5,2.0,-3.333333
-6.5,1.5,-3.333333
-6.5,1.0,-3.333333
-6.5,0.5,-3.333333
-6.5,0.0,-3.333333
-6.5,-0.5,-3.333333
-6.5,-1.0,-3.333333
-6.5,-1.5,-3.333333
-6.5,7.0,-3.333333
-6.5,-2.0,-3.333333
-6.5,7.5,-3.333333
-6.5,8.5,-3.333333
-6.5,17.0,-3.333333
-6.5,16.5,-3.333333
-6.5,16.0,-3.333333
-6.5,15.5,-3.333333
-6.5,15.0,-3.333333
-6.5,14.5,-3.333333
-6.5,14.0,-3.333333
-6.5,13.5,-3.333333
-6.5,13.0,-3.333333
-6.5,12.5,-3.333333
-6.5,12.0,-3.333333
-6.5,11.5,-3.333333
-6.5,11.0,-3.333333
-6.5,10.5,-3.333333
-6.5,10.0,-3.333333
-6.5,9.5,-3.333333
-6.5,9.0,-3.333333
-6.5,8.0,-3.333333
-6.0,13.0,-3.333333
-6.5,-2.5,-3.333333
-6.5,-3.5,-3.333333
-6.5,-14.5,-3.333333
-6.5,-15.0,-3.333333
-6.5,-15.5,-3.333333
-6.5,-16.0,-3.333333
-6.5,-16.5,-3.333333
-6.5,-17.0,-3.333333
-6.5,-17.5,-3.333333
-6.5,-18.0,-3.333333
-6.0,18.0,-3.333333
-6.0,17.5,-3.333333
-6.0,17.0,-3.333333
-6.0,16.5,-3.333333
-6.0,16.0,-3.333333
-6.0,15.5,-3.333333
-6.0,15.0,-3.333333
-6.0,14.5,-3.333333
-6.0,14.0,-3.333333
-6.5,-14.0,-3.333333
-6.5,-3.0,-3.333333
-6.5,-13.5,-3.333333
-6.5,-12.5,-3.333333
-6.5,-4.0,-3.333333
-6.5,-4.5,-3.333333
-6.5,-5.0,-3.333333
-6.5,-5.5,-3.333333
-6.5,-6.0,-3.333333
-6.5,-6.5,-3.333333
-6.5,-7.0,-3.333333
-6.5,-7.5,-3.333333
-6.5,-8.0,-3.333333
-6.5,-8.5,-3.333333
-6.5,-9.0,-3.333333
-6.5,-9.5,-3.333333
-6.5,-10.0,-3.333333
-6.5,-10.5,-3.333333
-6.5,-11.0,-3.333333
-6.5,-11.5,-3.333333
-6.5,-12.0,-3.333333
-6.5,-13.0,-3.333333
-4.5,-3.5,-3.333333
-5.5,7.5,-3.333333
-5.5,6.5,-3.333333
-5.0,-10.0,-3.333333
-5.0,-10.5,-3.333333
-5.0,-11.0,-3.333333
-5.0,-11.5,-3.333333
-5.0,-12.0,-3.333333
-5.0,-12.5,-3.333333
-5.0,-13.0,-3.333333
-5.0,-13.5,-3.333333
-5.0,-14.0,-3.333333
-5.0,-14.5,-3.333333
-5.0,-15.0,-3.333333
-5.0,-15.5,-3.333333
-5.0,-16.0,-3.333333
-5.0,-16.5,-3.333333
-5.0,-17.0,-3.333333
-5.0,-17.5,-3.333333
-5.0,-18.0,-3.333333
-5.0,-9.5,-3.333333
-4.5,18.0,-3.333333
-5.0,-9.0,-3.333333
-5.0,-8.0,-3.333333
-5.0,0.5,-3.333333
-5.0,0.0,-3.333333
-5.0,-0.5,-3.333333
-5.0,-1.0,-3.333333
-5.0,-1.5,-3.333333
-5.0,-2.0,-3.333333
-5.0,-2.5,-3.333333
-5.0,-3.0,-3.333333
-5.0,-3.5,-3.333333
-5.0,-4.0,-3.333333
-5.0,-4.5,-3.333333
-5.0,-5.0,-3.333333
-5.0,-5.5,-3.333333
-5.0,-6.0,-3.333333
-5.0,-6.5,-3.333333
-5.0,-7.0,-3.333333
-5.0,-7.5,-3.333333
-5.0,-8.5,-3.333333
-5.0,1.0,-3.333333
-4.5,17.5,-3.333333
-4.5,16.5,-3.333333
-4.5,5.5,-3.333333
-4.5,5.0,-3.333333
-4.5,4.5,-3.333333
-4.5,4.0,-3.333333
-4.5,3.5,-3.333333
-4.5,3.0,-3.333333
-4.5,2.5,-3.333333
-4.5,2.0,-3.333333
-4.5,1.5,-3.333333
-4.5,1.0,-3.333333
-4.5,0.5,-3.333333
-4.5,0.0,-3.333333
-4.5,-0.5,-3.333333
-4.5,-1.0,-3.333333
-4.5,-1.5,-3.333333
-4.5,-2.0,-3.333333
-4.5,-2.5,-3.333333
-4.5,6.0,-3.333333
-4.5,17.0,-3.333333
-4.5,6.5,-3.333333
-4.5,7.5,-3.333333
-4.5,16.0,-3.333333
-4.5,15.5,-3.333333
-4.5,15.0,-3.333333
-4.5,14.5,-3.333333
-4.5,14.0,-3.333333
-4.5,13.5,-3.333333
-4.5,13.0,-3.333333
-4.5,12.5,-3.333333
-4.5,12.0,-3.333333
-4.5,11.5,-3.333333
-4.5,11.0,-3.333333
-4.5,10.5,-3.333333
-4.5,10.0,-3.333333
-4.5,9.5,-3.333333
-4.5,9.0,-3.333333
-4.5,8.5,-3.333333
-4.5,8.0,-3.333333
-4.5,7.0,-3.333333
-5.5,7.0,-3.333333
-5.0,1.5,-3.333333
-5.0,2.5,-3.333333
-5.5,-4.5,-3.333333
-5.5,-5.0,-3.333333
-5.5,-5.5,-3.333333
-5.5,-6.0,-3.333333
-5.5,-6.5,-3.333333
-5.5,-7.0,-3.333333
-5.5,-7.5,-3.333333
-5.5,-8.0,-3.333333
-5.5,-8.5,-3.333333
-5.5,-9.0,-3.333333
-5.5,-9.5,-3.333333
-5.5,-10.0,-3.333333
-5.5,-10.5,-3.333333
-5.5,-11.0,-3.333333
-5.5,-11.5,-3.333333
-5.5,-12.0,-3.333333
-5.5,-12.5,-3.333333
-5.5,-4.0,-3.333333
-5.5,-13.0,-3.333333
-5.5,-3.5,-3.333333
-5.5,-2.5,-3.333333
-5.5,6.0,-3.333333
-5.5,5.5,-3.333333
-5.5,5.0,-3.333333
-5.5,4.5,-3.333333
-5.5,4.0,-3.333333
-5.5,3.5,-3.333333
-5.5,3.0,-3.333333
-5.5,2.5,-3.333333
-5.5,2.0,-3.333333
-5.5,1.5,-3.333333
-5.5,1.0,-3.333333
-5.5,0.5,-3.333333
-5.5,0.0,-3.333333
-5.5,-0.5,-3.333333
-5.5,-1.0,-3.333333
-5.5,-1.5,-3.333333
-5.5,-2.0,-3.333333
-5.5,-3.0,-3.333333
-5.0,2.0,-3.333333
-5.5,-13.5,-3.333333
-5.5,-14.5,-3.333333
-5.0,11.0,-3.333333
-5.0,10.5,-3.333333
-5.0,10.0,-3.333333
-5.0,9.5,-3.333333
-5.0,9.0,-3.333333
-5.0,8.5,-3.333333
-5.0,8.0,-3.333333
-5.0,7.5,-3.333333
-5.0,7.0,-3.333333
-5.0,6.5,-3.333333
-5.0,6.0,-3.333333
-5.0,5.5,-3.333333
-5.0,5.0,-3.333333
-5.0,4.5,-3.333333
-5.0,4.0,-3.333333
-5.0,3.5,-3.333333
-5.0,3.0,-3.333333
-5.0,11.5,-3.333333
-5.5,-14.0,-3.333333
-5.0,12.0,-3.333333
-5.0,13.0,-3.333333
-5.5,-15.0,-3.333333
-5.5,-15.5,-3.333333
-5.5,-16.0,-3.333333
-5.5,-16.5,-3.333333
-5.5,-17.0,-3.333333
-5.5,-17.5,-3.333333
-5.5,-18.0,-3.333333
-5.0,18.0,-3.333333
-5.0,17.5,-3.333333
-5.0,17.0,-3.333333
-5.0,16.5,-3.333333
-5.0,16.0,-3.333333
-5.0,15.5,-3.333333
-5.0,15.0,-3.333333
-5.0,14.5,-3.333333
-5.0,14.0,-3.333333
-5.0,13.5,-3.333333
-5.0,12.5,-3.333333
-6.5,17.5,-3.333333
-2.0,11.0,-3.333333
-2.0,10.0,-3.333333
1.0,8.0,-3.333333
1.0,7.5,-3.333333
1.0,7.0,-3.333333
1.0,6.5,-3.333333
1.0,6.0,-3.333333
1.0,5.5,-3.333333
1.0,5.0,-3.333333
1.0,4.5,-3.333333
1.0,4.0,-3.333333
1.0,3.5,-3.333333
1.0,3.0,-3.333333
1.0,2.5,-3.333333
1.0,2.0,-3.333333
1.0,1.5,-3.333333
1.0,1.0,-3.333333
1.0,0.5,-3.333333
1.0,0.0,-3.333333
1.0,8.5,-3.333333
1.0,-0.5,-3.333333
1.0,9.0,-3.333333
1.0,10.0,-3.333333
0.5,-18.0,-3.333333
1.0,18.0,-3.333333
1.0,17.5,-3.333333
1.0,17.0,-3.333333
1.0,16.5,-3.333333
1.0,16.0,-3.333333
1.0,15.5,-3.333333
1.0,15.0,-3.333333
1.0,14.5,-3.333333
1.0,14.0,-3.333333
1.0,13.5,-3.333333
1.0,13.0,-3.333333
1.0,12.5,-3.333333
1.0,12.0,-3.333333
1.0,11.5,-3.333333
1.0,11.0,-3.333333
1.0,10.5,-3.333333
1.0,9.5,-3.333333
0.5,-17.5,-3.333333
1.0,-1.0,-3.333333
1.0,-2.0,-3.333333
1.0,-13.0,-3.333333
1.0,-13.5,-3.333333
1.0,-14.0,-3.333333
1.0,-14.5,-3.333333
1.0,-15.0,-3.333333
1.0,-15.5,-3.333333
1.0,-16.0,-3.333333
1.0,-16.5,-3.333333
1.0,-17.0,-3.333333
1.0,-17.5,-3.333333
1.0,-18.0,-3.333333
1.5,18.0,-3.333333
1.5,17.5,-3.333333
1.5,17.0,-3.333333
1.5,16.5,-3.333333
1.5,16.0,-3.333333
1.5,15.5,-3.333333
1.0,-12.5,-3.333333
1.0,-1.5,-3.333333
1.0,-12.0,-3.333333
1.0,-11.0,-3.333333
1.0,-2.5,-3.333333
1.0,-3.0,-3.333333
1.0,-3.5,-3.333333
1.0,-4.0,-3.333333
1.0,-4.5,-3.333333
1.0,-5.0,-3.333333
1.0,-5.5,-3.333333
1.0,-6.0,-3.333333
1.0,-6.5,-3.333333
1.0,-7.0,-3.333333
1.0,-7.5,-3.333333
1.0,-8.0,-3.333333
1.0,-8.5,-3.333333
1.0,-9.0,-3.333333
1.0,-9.5,-3.333333
1.0,-10.0,-3.333333
1.0,-10.5,-3.333333
1.0,-11.5,-3.333333
1.5,15.0,-3.333333
0.5,-17.0,-3.333333
0.5,-16.0,-3.333333
0.5,13.5,-3.333333
0.5,13.0,-3.333333
0.5,12.5,-3.333333
0.5,12.0,-3.333333
0.5,11.5,-3.333333
0.5,11.0,-3.333333
0.5,10.5,-3.333333
0.5,10.0,-3.333333
0.5,9.5,-3.333333
0.5,9.0,-3.333333
0.5,8.5,-3.333333
0.5,8.0,-3.333333
0.5,7.5,-3.333333
0.5,7.0,-3.333333
0.5,6.5,-3.333333
0.5,6.0,-3.333333
0.5,5.5,-3.333333
0.5,14.0,-3.333333
0.5,5.0,-3.333333
0.5,14.5,-3.333333
0.5,15.5,-3.333333
0.0,-12.5,-3.333333
0.0,-13.0,-3.333333
0.0,-13.5,-3.333333
0.0,-14.0,-3.333333
0.0,-14.5,-3.333333
0.0,-15.0,-3.333333
0.0,-15.5,-3.333333
0.0,-16.0,-3.333333
0.0,-16.5,-3.333333
0.0,-17.0,-3.333333
0.0,-17.5,-3.333333
0.0,-18.0,-3.333333
0.5,18.0,-3.333333
0.5,17.5,-3.333333
0.5,17.0,-3.333333
0.5,16.5,-3.333333
0.5,16.0,-3.333333
0.5,15.0,-3.333333
0.5,-16.5,-3.333333
0.5,4.5,-3.333333
0.5,3.5,-3.333333
0.5,-7.5,-3.333333
0.5,-8.0,-3.333333
0.5,-8.5,-3.333333
0.5,-9.0,-3.333333
0.5,-9.5,-3.333333
0.5,-10.0,-3.333333
0.5,-10.5,-3.333333
0.5,-11.0,-3.333333
0.5,-11.5,-3.333333
0.5,-12.0,-3.333333
0.5,-12.5,-3.333333
0.5,-13.0,-3.333333
0.5,-13.5,-3.333333
0.5,-14.0,-3.333333
0.5,-14.5,-3.333333
0.5,-15.0,-3.333333
0.5,-15.5,-3.333333
0.5,-7.0,-3.333333
0.5,4.0,-3.333333
0.5,-6.5,-3.333333
0.5,-5.5,-3.333333
0.5,3.0,-3.333333
0.5,2.5,-3.333333
0.5,2.0,-3.333333
0.5,1.5,-3.333333
0.5,1.0,-3.333333
0.5,0.5,-3.333333
0.5,0.0,-3.333333
0.5,-0.5,-3.333333
0.5,-1.0,-3.333333
0.5,-1.5,-3.333333
0.5,-2.0,-3.333333
0.5,-2.5,-3.333333
0.5,-3.0,-3.333333
0.5,-3.5,-3.333333
0.5,-4.0,-3.333333
0.5,-4.5,-3.333333
0.5,-5.0,-3.333333
0.5,-6.0,-3.333333
0.0,-12.0,-3.333333
1.5,14.5,-3.333333
1.5,13.5,-3.333333
2.0,-3.0,-3.333333
2.0,-3.5,-3.333333
2.0,-4.0,-3.333333
2.0,-4.5,-3.333333
2.0,-5.0,-3.333333
2.0,-5.5,-3.333333
2.0,-6.0,-3.333333
2.0,-6.5,-3.333333
2.0,-7.0,-3.333333
2.0,-7.5,-3.333333
2.0,-8.0,-3.333333
2.0,-8.5,-3.333333
2.0,-9.0,-3.333333
2.0,-9.5,-3.333333
2.0,-10.0,-3.333333
2.0,-10.5,-3.333333
2.0,-11.0,-3.333333
2.0,-2.5,-3.333333
2.0,-11.5,-3.333333
2.0,-2.0,-3.333333
2.0,-1.0,-3.333333
2.0,7.5,-3.333333
2.0,7.0,-3.333333
2.0,6.5,-3.333333
2.0,6.0,-3.333333
2.0,5.5,-3.333333
2.0,5.0,-3.333333
2.0,4.5,-3.333333
2.0,4.0,-3.333333
2.0,3.5,-3.333333
2.0,3.0,-3.333333
2.0,2.5,-3.333333
2.0,2.0,-3.333333
2.0,1.5,-3.333333
2.0,1.0,-3.333333
2.0,0.5,-3.333333
2.0,0.0,-3.333333
2.0,-0.5,-3.333333
2.0,-1.5,-3.333333
2.0,8.0,-3.333333
2.0,-12.0,-3.333333
2.0,-13.0,-3.333333
2.5,12.5,-3.333333
2.5,12.0,-3.333333
2.5,11.5,-3.333333
2.5,11.0,-3.333333
2.5,10.5,-3.333333
2.5,10.0,-3.333333
2.5,9.5,-3.333333
2.5,9.0,-3.333333
2.5,8.5,-3.333333
2.5,8.0,-3.333333
2.5,7.5,-3.333333
2.5,7.0,-3.333333
2.5,6.5,-3.333333
2.5,6.0,-3.333333
2.5,5.5,-3.333333
2.5,5.0,-3.333333
2.5,4.5,-3.333333
2.5,13.0,-3.333333
2.0,-12.5,-3.333333
2.5,13.5,-3.333333
2.5,14.5,-3.333333
2.0,-13.5,-3.333333
2.0,-14.0,-3.333333
2.0,-14.5,-3.333333
2.0,-15.0,-3.333333
2.0,-15.5,-3.333333
2.0,-16.0,-3.333333
2.0,-16.5,-3.333333
2.0,-17.0,-3.333333
2.0,-17.5,-3.333333
2.0,-18.0,-3.333333
2.5,18.0,-3.333333
2.5,17.5,-3.333333
2.5,17.0,-3.333333
2.5,16.5,-3.333333
2.5,16.0,-3.333333
2.5,15.5,-3.333333
2.5,15.0,-3.333333
2.5,14.0,-3.333333
1.5,14.0,-3.333333
2.0,8.5,-3.333333
2.0,9.5,-3.333333
1.5,2.5,-3.333333
1.5,2.0,-3.333333
1.5,1.5,-3.333333
1.5,1.0,-3.333333
1.5,0.5,-3.333333
1.5,0.0,-3.333333
1.5,-0.5,-3.333333
1.5,-1.0,-3.333333
1.5,-1.5,-3.333333
1.5,-2.0,-3.333333
1.5,-2.5,-3.333333
1.5,-3.0,-3.333333
1.5,-3.5,-3.333333
1.5,-4.0,-3.333333
1.5,-4.5,-3.333333
1.5,-5.0,-3.333333
1.5,-5.5,-3.333333
1.5,3.0,-3.333333
1.5,-6.0,-3.333333
1.5,3.5,-3.333333
1.5,4.5,-3.333333
1.5,13.0,-3.333333
1.5,12.5,-3.333333
1.5,12.0,-3.333333
1.5,11.5,-3.333333
1.5,11.0,-3.333333
1.5,10.5,-3.333333
1.5,10.0,-3.333333
1.5,9.5,-3.333333
1.5,9.0,-3.333333
1.5,8.5,-3.333333
1.5,8.0,-3.333333
1.5,7.5,-3.333333
1.5,7.0,-3.333333
1.5,6.5,-3.333333
1.5,6.0,-3.333333
1.5,5.5,-3.333333
1.5,5.0,-3.333333
1.5,4.0,-3.333333
2.0,9.0,-3.333333
1.5,-6.5,-3.333333
1.5,-7.5,-3.333333
2.0,18.0,-3.333333
2.0,17.5,-3.333333
2.0,17.0,-3.333333
2.0,16.5,-3.333333
2.0,16.0,-3.333333
2.0,15.5,-3.333333
2.0,15.0,-3.333333
2.0,14.5,-3.333333
2.0,14.0,-3.333333
2.0,13.5,-3.333333
2.0,13.0,-3.333333
2.0,12.5,-3.333333
2.0,12.0,-3.333333
2.0,11.5,-3.333333
2.0,11.0,-3.333333
2.0,10.5,-3.333333
2.0,10.0,-3.333333
1.5,-18.0,-3.333333
1.5,-7.0,-3.333333
1.5,-17.5,-3.333333
1.5,-16.5,-3.333333
1.5,-8.0,-3.333333
1.5,-8.5,-3.333333
1.5,-9.0,-3.333333
1.5,-9.5,-3.333333
1.5,-10.0,-3.333333
1.5,-10.5,-3.333333
1.5,-11.0,-3.333333
1.5,-11.5,-3.333333
1.5,-12.0,-3.333333
1.5,-12.5,-3.333333
1.5,-13.0,-3.333333
1.5,-13.5,-3.333333
1.5,-14.0,-3.333333
1.5,-14.5,-3.333333
1.5,-15.0,-3.333333
1.5,-15.5,-3.333333
1.5,-16.0,-3.333333
1.5,-17.0,-3.333333
-2.0,10.5,-3.333333
0.0,-11.5,-3.333333
0.0,-10.5,-3.333333
-1.5,-6.5,-3.333333
-1.5,-7.0,-3.333333
-1.5,-7.5,-3.333333
-1.5,-8.0,-3.333333
-1.5,-8.5,-3.333333
-1.5,-9.0,-3.333333
-1.5,-9.5,-3.333333
-1.5,-10.0,-3.333333
-1.5,-10.5,-3.333333
-1.5,-11.0,-3.333333
-1.5,-11.5,-3.333333
-1.5,-12.0,-3.333333
-1.5,-12.5,-3.333333
-1.5,-13.0,-3.333333
-1.5,-13.5,-3.333333
-1.5,-14.0,-3.333333
-1.5,-14.5,-3.333333
-1.5,-6.0,-3.333333
-1.5,-15.0,-3.333333
-1.5,-5.5,-3.333333
-1.5,-4.5,-3.333333
-1.5,4.0,-3.333333
-1.5,3.5,-3.333333
-1.5,3.0,-3.333333
-1.5,2.5,-3.333333
-1.5,2.0,-3.333333
-1.5,1.5,-3.333333
-1.5,1.0,-3.333333
-1.5,0.5,-3.333333
-1.5,0.0,-3.333333
-1.5,-0.5,-3.333333
-1.5,-1.0,-3.333333
-1.5,-1.5,-3.333333
-1.5,-2.0,-3.333333
-1.5,-2.5,-3.333333
-1.5,-3.0,-3.333333
-1.5,-3.5,-3.333333
-1.5,-4.0,-3.333333
-1.5,-5.0,-3.333333
-1.5,4.5,-3.333333
-1.5,-15.5,-3.333333
-1.5,-16.5,-3.333333
-1.0,9.0,-3.333333
-1.0,8.5,-3.333333
-1.0,8.0,-3.333333
-1.0,7.5,-3.333333
-1.0,7.0,-3.333333
-1.0,6.5,-3.333333
-1.0,6.0,-3.333333
-1.0,5.5,-3.333333
-1.0,5.0,-3.333333
-1.0,4.5,-3.333333
-1.0,4.0,-3.333333
-1.0,3.5,-3.333333
-1.0,3.0,-3.333333
-1.0,2.5,-3.333333
-1.0,2.0,-3.333333
-1.0,1.5,-3.333333
-1.0,1.0,-3.333333
-1.0,9.5,-3.333333
-1.5,-16.0,-3.333333
-1.0,10.0,-3.333333
-1.0,11.0,-3.333333
-1.5,-17.0,-3.333333
-1.5,-17.5,-3.333333
-1.5,-18.0,-3.333333
-1.0,18.0,-3.333333
-1.0,17.5,-3.333333
-1.0,17.0,-3.333333
-1.0,16.5,-3.333333
-1.0,16.0,-3.333333
-1.0,15.5,-3.333333
-1.0,15.0,-3.333333
-1.0,14.5,-3.333333
-1.0,14.0,-3.333333
-1.0,13.5,-3.333333
-1.0,13.0,-3.333333
-1.0,12.5,-3.333333
-1.0,12.0,-3.333333
-1.0,11.5,-3.333333
-1.0,10.5,-3.333333
-1.0,0.5,-3.333333
-1.5,5.0,-3.333333
-1.5,6.0,-3.333333
-2.0,-1.0,-3.333333
-2.0,-1.5,-3.333333
-2.0,-2.0,-3.333333
-2.0,-2.5,-3.333333
-2.0,-3.0,-3.333333
-2.0,-3.5,-3.333333
-2.0,-4.0,-3.333333
-2.0,-4.5,-3.333333
-2.0,-5.0,-3.333333
-2.0,-5.5,-3.333333
-2.0,-6.0,-3.333333
-2.0,-6.5,-3.333333
-2.0,-7.0,-3.333333
-2.0,-7.5,-3.333333
-2.0,-8.0,-3.333333
-2.0,-8.5,-3.333333
-2.0,-9.0,-3.333333
-2.0,-0.5,-3.333333
-2.0,-9.5,-3.333333
-2.0,0.0,-3.333333
-2.0,1.0,-3.333333
-2.0,9.5,-3.333333
-2.0,9.0,-3.333333
-2.0,8.5,-3.333333
-2.0,8.0,-3.333333
-2.0,7.5,-3.333333
-2.0,7.0,-3.333333
-2.0,6.5,-3.333333
-2.0,6.0,-3.333333
-2.0,5.5,-3.333333
-2.0,5.0,-3.333333
-2.0,4.5,-3.333333
-2.0,4.0,-3.333333
-2.0,3.5,-3.333333
-2.0,3.0,-3.333333
-2.0,2.5,-3.333333
-2.0,2.0,-3.333333
-2.0,1.5,-3.333333
-2.0,0.5,-3.333333
-1.5,5.5,-3.333333
-2.0,-10.0,-3.333333
-2.0,-11.0,-3.333333
-1.5,14.5,-3.333333
-1.5,14.0,-3.333333
-1.5,13.5,-3.333333
-1.5,13.0,-3.333333
-1.5,12.5,-3.333333
-1.5,12.0,-3.333333
-1.5,11.5,-3.333333
-1.5,11.0,-3.333333
-1.5,10.5,-3.333333
-1.5,10.0,-3.333333
-1.5,9.5,-3.333333
-1.5,9.0,-3.333333
-1.5,8.5,-3.333333
-1.5,8.0,-3.333333
-1.5,7.5,-3.333333
-1.5,7.0,-3.333333
-1.5,6.5,-3.333333
-1.5,15.0,-3.333333
-2.0,-10.5,-3.333333
-1.5,15.5,-3.333333
-1.5,16.5,-3.333333
-2.0,-11.5,-3.333333
-2.0,-12.0,-3.333333
-2.0,-12.5,-3.333333
-2.0,-13.0,-3.333333
-2.0,-13.5,-3.333333
-2.0,-14.0,-3.333333
-2.0,-14.5,-3.333333
-2.0,-15.0,-3.333333
-2.0,-15.5,-3.333333
-2.0,-16.0,-3.333333
-2.0,-16.5,-3.333333
-2.0,-17.0,-3.333333
-2.0,-17.5,-3.333333
-2.0,-18.0,-3.333333
-1.5,18.0,-3.333333
-1.5,17.5,-3.333333
-1.5,17.0,-3.333333
-1.5,16.0,-3.333333
0.0,-11.0,-3.333333
-1.0,0.0,-3.333333
-1.0,-1.0,-3.333333
-0.5,-17.5,-3.333333
-0.5,-18.0,-3.333333
0.0,18.0,-3.333333
0.0,17.5,-3.333333
0.0,17.0,-3.333333
0.0,16.5,-3.333333
0.0,16.0,-3.333333
0.0,15.5,-3.333333
0.0,15.0,-3.333333
0.0,14.5,-3.333333
0.0,14.0,-3.333333
0.0,13.5,-3.333333
0.0,13.0,-3.333333
0.0,12.5,-3.333333
0.0,12.0,-3.333333
0.0,11.5,-3.333333
0.0,11.0,-3.333333
-0.5,-17.0,-3.333333
0.0,10.5,-3.333333
-0.5,-16.5,-3.333333
-0.5,-15.5,-3.333333
-0.5,-7.0,-3.333333
